Injection #,Area,Inject Time,Corrected Time,Corrected Area,Rate (mole / sec)
610,0.0869335,03:08:32 18/04/29,88862.0,0.0353015,1.2995821338670051e-07
611,0.0878702,03:11:24 18/04/29,89034.0,0.0362382,1.334065614308154e-07
612,0.0887268,03:14:16 18/04/29,89206.0,0.0370948,1.3656003098839928e-07
613,0.0884394,03:17:09 18/04/29,89379.0,0.036807400000000004,1.3550200256107078e-07
614,0.0888784,03:20:01 18/04/29,89551.0,0.0372464,1.3711812809898733e-07
615,0.0886383,03:22:54 18/04/29,89724.0,0.037006300000000006,1.362342289152658e-07
616,0.0892451,03:25:44 18/04/29,89894.0,0.0376131,1.3846808990936094e-07
617,0.0888197,03:28:36 18/04/29,90066.0,0.037187700000000004,1.3690203113070557e-07
618,0.0881905,03:31:28 18/04/29,90238.0,0.03655850000000001,1.3458570723900375e-07
619,0.0893086,03:34:19 18/04/29,90409.0,0.037676600000000005,1.3870185749855846e-07
620,0.0886943,03:37:24 18/04/29,90594.0,0.037062300000000006,1.364403861592825e-07
621,0.0887612,03:40:16 18/04/29,90766.0,0.0371292,1.3668667043829527e-07
622,0.0882665,03:43:08 18/04/29,90938.0,0.0366345,1.3486549207016926e-07
623,0.0879532,03:46:00 18/04/29,91110.0,0.0363212,1.33712115917483e-07
624,0.0872407,03:48:51 18/04/29,91281.0,0.03560870000000001,1.3108913312530637e-07
625,0.087284,03:51:42 18/04/29,91452.0,0.035652,1.3124853685148355e-07
626,0.086425,03:54:48 18/04/29,91638.0,0.034793000000000004,1.2808623198344182e-07
627,0.0862582,03:57:39 18/04/29,91809.0,0.034626199999999996,1.2747217790662065e-07
628,0.0855047,04:00:48 18/04/29,91998.0,0.033872700000000006,1.2469825856078894e-07
629,0.085529,04:03:40 18/04/29,92170.0,0.033897,1.2478771607917473e-07
630,0.0859347,04:06:32 18/04/29,92342.0,0.034302700000000005,1.2628125168448854e-07
631,0.0854278,04:09:25 18/04/29,92515.0,0.0337958,1.2441516048820172e-07
632,0.0851177,04:12:17 18/04/29,92687.0,0.03348570000000001,1.232735647494593e-07
633,0.0853737,04:15:08 18/04/29,92858.0,0.0337417,1.2421599786496418e-07
634,0.0839468,04:18:00 18/04/29,93030.0,0.032314800000000005,1.1896303765983174e-07
635,0.0840808,04:20:53 18/04/29,93203.0,0.0324488,1.1945634249372879e-07
636,0.084318,04:23:49 18/04/29,93379.0,0.03268600000000001,1.203295656773138e-07
637,0.0838647,04:26:39 18/04/29,93549.0,0.0322327,1.1866079641458584e-07
638,0.0838452,04:29:30 18/04/29,93720.0,0.0322132,1.1858900951711572e-07
639,0.0840227,04:32:21 18/04/29,93891.0,0.03239070000000001,1.1924245435306153e-07
640,0.0830587,04:35:14 18/04/29,94064.0,0.0314267,1.1569360465248845e-07
641,0.0822578,04:38:04 18/04/29,94234.0,0.03062580000000001,1.1274518792511403e-07
642,0.0829458,04:40:56 18/04/29,94406.0,0.0313138,1.1527797692303338e-07
643,0.0826672,04:43:47 18/04/29,94577.0,0.0310352,1.1425234463405032e-07
644,0.0821466,04:46:38 18/04/29,94748.0,0.030514600000000003,1.1233581854056659e-07
645,0.0821996,04:49:31 18/04/29,94921.0,0.0305676,1.1253093164651095e-07
646,0.0824783,04:52:22 18/04/29,95092.0,0.030846300000000007,1.1355693207342977e-07
647,0.0813152,04:55:27 18/04/29,95277.0,0.029683200000000007,1.0927511974279024e-07
648,0.0814216,04:58:19 18/04/29,95449.0,0.0297896,1.0966681850642193e-07
649,0.0813988,05:01:11 18/04/29,95621.0,0.029766799999999996,1.0958288305707224e-07
650,0.0816025,05:04:01 18/04/29,95791.0,0.029970499999999997,1.1033278003218296e-07
651,0.0812655,05:06:54 18/04/29,95964.0,0.029633500000000007,1.0909215518872541e-07
652,0.0812402,05:09:45 18/04/29,96135.0,0.0296082,1.0899901629098213e-07
653,0.0814509,05:12:37 18/04/29,96307.0,0.02981890000000001,1.0977468292159497e-07
654,0.0806942,05:15:29 18/04/29,96479.0,0.029062199999999996,1.0698898316181938e-07
655,0.0808382,05:18:21 18/04/29,96651.0,0.0292062,1.075191017892909e-07
656,0.0798655,05:21:13 18/04/29,96823.0,0.02823350000000001,1.0393822408830814e-07
657,0.0807003,05:24:05 18/04/29,96995.0,0.029068300000000005,1.070114395758998e-07
658,0.0794488,05:27:00 18/04/29,97170.0,0.027816800000000003,1.0240419331006249e-07
659,0.0800055,05:29:50 18/04/29,97340.0,0.028373499999999996,1.0445361719834983e-07
660,0.0807862,05:32:42 18/04/29,97512.0,0.029154200000000005,1.0732767006270398e-07
661,0.0797573,05:35:50 18/04/29,97700.0,0.028125300000000006,1.0353989884183303e-07
662,0.0799441,05:38:42 18/04/29,97872.0,0.028312100000000007,1.04227580505803e-07
663,0.079562,05:41:34 18/04/29,98044.0,0.027929999999999996,1.0282092545332478e-07
664,0.0798237,05:44:26 18/04/29,98216.0,0.0281917,1.0378434243116708e-07
665,0.080291,05:47:18 18/04/29,98388.0,0.028659000000000004,1.0550465100489923e-07
666,0.079152,05:50:27 18/04/29,98577.0,0.027520000000000003,1.0131155991677402e-07
667,0.0802603,05:53:19 18/04/29,98749.0,0.02862830000000001,1.0539163265862582e-07
668,0.0798074,05:56:25 18/04/29,98935.0,0.028175400000000003,1.037243359476408e-07
669,0.0801711,05:59:17 18/04/29,99107.0,0.028539099999999998,1.0506325361994205e-07
670,0.0798007,06:02:09 18/04/29,99279.0,0.028168700000000005,1.0369967070594595e-07
671,0.0792778,06:05:03 18/04/29,99453.0,0.027645799999999998,1.0177467743994007e-07
672,0.07889,06:07:53 18/04/29,99623.0,0.027258000000000004,1.0034703852512452e-07
673,0.0791675,06:10:45 18/04/29,99795.0,0.027535500000000004,1.0136862129681436e-07
674,0.0789635,06:13:37 18/04/29,99967.0,0.02733150000000001,1.0061761990789644e-07
675,0.07851,06:16:29 18/04/29,100139.0,0.026878,9.894811436929694e-08
676,0.0792225,06:19:21 18/04/29,100311.0,0.027590500000000004,1.0157109716147361e-07
677,0.0788531,06:22:13 18/04/29,100483.0,0.027221099999999998,1.0021119562683492e-07
678,0.0789813,06:25:05 18/04/29,100655.0,0.027349300000000007,1.0068314846045887e-07
679,0.0782355,06:28:14 18/04/29,100844.0,0.026603500000000002,9.793757573567942e-08
680,0.0782412,06:31:04 18/04/29,101014.0,0.0266092,9.795855959801683e-08
681,0.0784751,06:33:54 18/04/29,101184.0,0.02684310000000001,9.881963422972229e-08
682,0.0784805,06:36:45 18/04/29,101355.0,0.026848499999999997,9.883951367825243e-08
683,0.0779367,06:39:37 18/04/29,101527.0,0.0263047,9.683757958367608e-08
684,0.0789164,06:42:28 18/04/29,101698.0,0.0272844,1.0044422694016093e-07
685,0.078852,06:45:20 18/04/29,101870.0,0.027220000000000008,1.0020714610954177e-07
686,0.0777391,06:48:12 18/04/29,102042.0,0.026107100000000008,9.611013902264578e-08
687,0.0779762,06:51:03 18/04/29,102213.0,0.026344199999999998,9.698299406829498e-08
688,0.0780273,06:54:07 18/04/29,102397.0,0.026395299999999997,9.717111255346021e-08
689,0.0783466,06:57:00 18/04/29,102570.0,0.026714600000000005,9.834657698229112e-08
690,0.0782153,06:59:52 18/04/29,102742.0,0.026583300000000004,9.786321187265913e-08
691,0.0780857,07:02:57 18/04/29,102927.0,0.026453699999999997,9.738610510793475e-08
692,0.0777957,07:05:50 18/04/29,103100.0,0.026163699999999998,9.63185050942769e-08
693,0.0776472,07:08:42 18/04/29,103272.0,0.026015200000000002,9.577182025969694e-08
694,0.0785522,07:11:34 18/04/29,103444.0,0.026920200000000005,9.910346857818097e-08
695,0.0777958,07:14:45 18/04/29,103635.0,0.0261638,9.631887323221266e-08
696,0.0776862,07:17:54 18/04/29,103824.0,0.0260542,9.591539405463711e-08
697,0.0783875,07:21:34 18/04/29,104044.0,0.0267555,9.849714539801044e-08
698,0.0774652,07:24:25 18/04/29,104215.0,0.0258332,9.510180921664269e-08
699,0.0777107,07:27:17 18/04/29,104387.0,0.026078699999999996,9.600558784889441e-08
700,0.0770324,07:30:28 18/04/29,104578.0,0.025400400000000004,9.350850823074227e-08
701,0.078219,07:33:20 18/04/29,104750.0,0.026587,9.787683297628163e-08
702,0.0770908,07:36:12 18/04/29,104922.0,0.025458800000000004,9.372350078521681e-08
703,0.0775595,07:39:04 18/04/29,105094.0,0.025927500000000006,9.544896329004938e-08
704,0.0774624,07:41:56 18/04/29,105266.0,0.025830400000000003,9.509150135444186e-08
705,0.0776579,07:44:48 18/04/29,105438.0,0.026025900000000005,9.581121101882156e-08
706,0.0768096,07:47:40 18/04/29,105610.0,0.02517760000000001,9.268829690990444e-08
707,0.0763185,07:50:34 18/04/29,105784.0,0.0246865,9.088037150746518e-08
708,0.0774938,07:53:24 18/04/29,105954.0,0.025861800000000004,9.52070966662655e-08
709,0.0765005,07:56:31 18/04/29,106141.0,0.0248685,9.155038255051943e-08
710,0.0768595,07:59:23 18/04/29,106313.0,0.0252275,9.287199773984072e-08
711,0.0764419,08:02:15 18/04/29,106485.0,0.024809899999999996,9.133465372017337e-08
712,0.0770565,08:05:07 18/04/29,106657.0,0.025424500000000003,9.359722947325659e-08
713,0.0767782,08:08:15 18/04/29,106845.0,0.025146200000000007,9.25727015980808e-08
714,0.0767483,08:11:06 18/04/29,107016.0,0.025116300000000008,9.246262835529332e-08
715,0.0764906,08:13:59 18/04/29,107189.0,0.02485860000000001,9.15139368948808e-08
716,0.076711,08:16:51 18/04/29,107361.0,0.025079000000000004,9.232531290526075e-08
717,0.0765984,08:19:43 18/04/29,107533.0,0.0249664,9.19107895896129e-08
718,0.076425,08:22:36 18/04/29,107706.0,0.02479300000000001,9.127243840903267e-08
719,0.0762013,08:25:27 18/04/29,107877.0,0.024569300000000002,9.044891384677311e-08
720,0.0767955,08:28:19 18/04/29,108049.0,0.025163500000000005,9.263638946096452e-08
721,0.0759634,08:31:11 18/04/29,108221.0,0.024331400000000003,8.957311369763793e-08
722,0.0760127,08:34:02 18/04/29,108392.0,0.024380700000000005,8.975460569995977e-08
723,0.0760352,08:36:53 18/04/29,108563.0,0.0244032,8.983743673550217e-08
724,0.0755547,08:39:46 18/04/29,108736.0,0.023922700000000005,8.806853395425183e-08
725,0.074037,08:42:37 18/04/29,108907.0,0.022405000000000008,8.248130450346376e-08
726,0.071842,08:45:29 18/04/29,109079.0,0.020210000000000006,7.440067681388093e-08
727,0.0702377,08:48:21 18/04/29,109251.0,0.018605700000000003,6.849463991073846e-08
728,0.0687945,08:51:13 18/04/29,109423.0,0.017162499999999997,6.318167322207971e-08
729,0.066241,08:54:21 18/04/29,109611.0,0.014608999999999997,5.378127103285434e-08
730,0.0654473,08:57:13 18/04/29,109783.0,0.013815300000000003,5.08593602368535e-08
731,0.0639298,09:00:05 18/04/29,109955.0,0.012297799999999998,4.5272867061936894e-08
732,0.0624846,09:02:58 18/04/29,110128.0,0.010852600000000004,3.99525376145633e-08
733,0.0606952,09:05:50 18/04/29,110300.0,0.0090632,3.336507739235851e-08
734,0.0602305,09:08:40 18/04/29,110470.0,0.008598500000000002,3.165434040495572e-08
735,0.059719,09:11:33 18/04/29,110643.0,0.008087000000000004,2.9771314863624705e-08
736,0.0588547,09:14:25 18/04/29,110815.0,0.0072227000000000055,2.6589498684988524e-08
737,0.0582248,09:17:17 18/04/29,110987.0,0.006592800000000003,2.427059782773648e-08
738,0.0580063,09:20:10 18/04/29,111160.0,0.006374299999999999,2.346621643813563e-08
739,0.0572769,09:23:01 18/04/29,111331.0,0.005644900000000001,2.0781018334818232e-08
740,0.0583537,09:25:53 18/04/29,111503.0,0.006721700000000004,2.474512762691062e-08
741,0.0573053,09:28:57 18/04/29,111687.0,0.005673300000000006,2.0885569508569574e-08
742,0.0557265,09:31:51 18/04/29,111861.0,0.004094500000000001,1.5073407779041834e-08
743,0.0558321,09:34:43 18/04/29,112033.0,0.004200100000000005,1.5462161439187614e-08
744,0.0563358,09:37:36 18/04/29,112206.0,0.004703800000000001,1.7316472221530584e-08
745,0.0557643,09:40:30 18/04/29,112380.0,0.004132300000000005,1.521256391875312e-08
746,0.0573082,09:43:22 18/04/29,112552.0,0.005676199999999999,2.0896245508706127e-08
747,0.0562641,09:46:28 18/04/29,112738.0,0.0046321,1.7052517321602067e-08
748,0.0555947,09:49:21 18/04/29,112911.0,0.0039626999999999996,1.4588201979731118e-08
749,0.0551426,09:52:14 18/04/29,113084.0,0.0035106000000000026,1.292385037223209e-08
750,0.0559607,09:55:16 18/04/29,113266.0,0.004328700000000005,1.593558682455451e-08
751,0.0562018,09:58:23 18/04/29,113453.0,0.004569800000000006,1.682316738763352e-08
752,0.0547805,10:01:33 18/04/29,113643.0,0.0031485000000000055,1.1590822906902745e-08
753,0.0551577,10:04:26 18/04/29,113816.0,0.0035256999999999997,1.2979439200529438e-08
754,0.0548952,10:07:19 18/04/29,113989.0,0.003263200000000001,1.20130771192012e-08
755,0.0558738,10:10:12 18/04/29,114162.0,0.004241800000000004,1.5615674958392893e-08
756,0.055219,10:13:19 18/04/29,114349.0,0.003587,1.3205107755140567e-08
757,0.0543442,10:16:10 18/04/29,114520.0,0.002712200000000005,9.984637093251271e-09
758,0.0546222,10:19:19 18/04/29,114709.0,0.0029902000000000054,1.1008060554619849e-08
759,0.0552763,10:22:11 18/04/29,114881.0,0.003644300000000003,1.3416050792321941e-08
760,0.0539398,10:25:03 18/04/29,115053.0,0.0023078000000000057,8.495887281102168e-09
761,0.0550421,10:27:55 18/04/29,115225.0,0.0034100999999999992,1.2553871746809266e-08
762,0.055446,10:30:49 18/04/29,115399.0,0.003814000000000005,1.4040780869279671e-08
763,0.0545742,10:33:52 18/04/29,115582.0,0.002942200000000006,1.0831354345462685e-08
764,0.0539875,10:36:44 18/04/29,115754.0,0.0023555000000000034,8.671489076452091e-09
765,0.0534518,10:39:36 18/04/29,115926.0,0.0018198000000000034,6.6993741546709924e-09
766,0.055076,10:42:30 18/04/29,116100.0,0.0034440000000000026,1.2678670507026525e-08
767,0.0526394,10:45:33 18/04/29,116283.0,0.0010074000000000055,3.7086215646859996e-09
768,0.0537325,10:48:28 18/04/29,116458.0,0.002100500000000005,7.732737340304663e-09
769,0.0544163,10:51:18 18/04/29,116628.0,0.0027843000000000034,1.0250064544922756e-08
770,0.0544815,10:54:11 18/04/29,116801.0,0.002849500000000005,1.0490090479027908e-08
771,0.0535967,10:57:05 18/04/29,116975.0,0.0019646999999999998,7.232806023564168e-09
772,0.0539183,10:59:55 18/04/29,117145.0,0.002286300000000005,8.416737624917186e-09
773,0.0536788,11:03:06 18/04/29,117336.0,0.0020468000000000014,7.535047268810073e-09
774,0.0538037,11:05:58 18/04/29,117508.0,0.0021717000000000056,7.994851550554457e-09
775,0.0535275,11:09:02 18/04/29,117692.0,0.0018955000000000014,6.978054572029262e-09
776,0.053143,11:11:55 18/04/29,117865.0,0.0015110000000000054,5.5625642090932444e-09
777,0.0535675,11:14:46 18/04/29,118036.0,0.0019354999999999997,7.1253097463268925e-09
778,0.0530313,11:17:51 18/04/29,118221.0,0.001399300000000006,5.151354134867097e-09
779,0.0535305,11:20:45 18/04/29,118395.0,0.0018985000000000044,6.989098710101596e-09
780,0.0535512,11:23:47 18/04/29,118577.0,0.0019192000000000028,7.0653032628006165e-09
781,0.0537606,11:26:58 18/04/29,118768.0,0.0021286000000000013,7.836184100248739e-09
782,0.0531637,11:30:08 18/04/29,118958.0,0.001531700000000004,5.638768761792266e-09
783,0.053297,11:32:58 18/04/29,119128.0,0.0016649999999999998,6.129496630139125e-09
784,0.0532842,11:35:50 18/04/29,119300.0,0.0016521999999999995,6.082374974363879e-09
785,0.0529592,11:38:45 18/04/29,119475.0,0.0013272000000000006,4.885926683195586e-09
786,0.0534267,11:41:35 18/04/29,119645.0,0.0017947000000000032,6.606971532799224e-09
787,0.05267,11:44:40 18/04/29,119830.0,0.0010380000000000042,3.821271773023686e-09
788,0.0539963,11:47:42 18/04/29,120012.0,0.0023642999999999997,8.703885214797558e-09
789,0.0527617,11:50:34 18/04/29,120184.0,0.0011297000000000043,4.158854260101019e-09
790,0.0532355,11:53:27 18/04/29,120357.0,0.0016035000000000008,5.903091799656512e-09
791,0.053403,11:56:20 18/04/29,120530.0,0.0017710000000000017,6.519722842027869e-09
792,0.0529137,11:59:10 18/04/29,120700.0,0.0012817000000000037,4.7184239224320355e-09
793,0.0537056,12:02:04 18/04/29,120874.0,0.002073600000000002,7.633708235589491e-09
794,0.0529573,12:05:07 18/04/29,121057.0,0.0013253000000000015,4.878932062416452e-09
795,0.0533652,12:08:12 18/04/29,121242.0,0.0017332000000000042,6.380566702316611e-09
796,0.0523458,12:11:04 18/04/29,121414.0,0.0007138000000000005,2.627768585341328e-09
797,0.0532017,12:13:57 18/04/29,121587.0,0.0015697000000000003,5.7786611773750075e-09
798,0.0530853,12:17:02 18/04/29,121772.0,0.0014533000000000046,5.350148620168901e-09
799,0.0525852,12:19:55 18/04/29,121945.0,0.0009532000000000013,3.5090908035126863e-09
800,0.0530612,12:22:46 18/04/29,122116.0,0.0014292000000000055,5.261427377654577e-09
801,0.0527545,12:25:38 18/04/29,122288.0,0.0011225000000000054,4.132348328727449e-09
802,0.053666,12:28:31 18/04/29,122461.0,0.002034000000000001,7.487925613034828e-09
803,0.0532697,12:31:23 18/04/29,122633.0,0.0016377000000000058,6.02899497368101e-09
804,0.0531828,12:34:33 18/04/29,122823.0,0.001550800000000005,5.709083107519391e-09
805,0.0522598,12:37:25 18/04/29,122995.0,0.0006278000000000047,2.3111699606014246e-09
806,0.0540125,12:40:17 18/04/29,123167.0,0.0023805000000000007,8.763523560388102e-09
807,0.0528547,12:43:09 18/04/29,123339.0,0.0012227000000000002,4.501222540343009e-09
808,0.0532894,12:46:00 18/04/29,123510.0,0.0016574000000000033,6.101518147022587e-09
809,0.0541311,12:48:51 18/04/29,123681.0,0.002499100000000004,9.200135152180609e-09
810,0.0531988,12:52:01 18/04/29,123871.0,0.0015668000000000001,5.767985177238428e-09
811,0.0531973,12:54:53 18/04/29,124043.0,0.0015653000000000056,5.762463108202287e-09
812,0.0526589,12:57:45 18/04/29,124215.0,0.0010269000000000042,3.7804084621560925e-09
813,0.0535648,13:00:38 18/04/29,124388.0,0.0019328000000000053,7.115370022061823e-09
814,0.05331,13:03:28 18/04/29,124558.0,0.0016780000000000059,6.177354561785879e-09
815,0.0536957,13:06:20 18/04/29,124730.0,0.0020637000000000016,7.597262579950824e-09
816,0.0525458,13:09:13 18/04/29,124903.0,0.0009137999999999993,3.3640444568295068e-09
817,0.0535234,13:12:05 18/04/29,125075.0,0.0018914000000000014,6.9629609166637544e-09
818,0.0531048,13:14:57 18/04/29,125247.0,0.0014728000000000033,5.4219355176389936e-09
819,0.0534582,13:17:51 18/04/29,125421.0,0.0018262,6.7229349825586015e-09
820,0.0527347,13:20:43 18/04/29,125593.0,0.001102700000000005,4.059457017450117e-09
821,0.0539532,13:23:35 18/04/29,125765.0,0.0023212000000000024,8.545217764491864e-09
822,0.0536052,13:26:27 18/04/29,125937.0,0.0019732000000000013,7.2640977481024215e-09
823,0.0522467,13:29:19 18/04/29,126109.0,0.0006147000000000027,2.262943891018941e-09
824,0.0536391,13:32:11 18/04/29,126281.0,0.0020071000000000047,7.38889650831968e-09
825,0.0527707,13:35:04 18/04/29,126454.0,0.0011386999999999994,4.19198667431797e-09
826,0.0541313,13:37:55 18/04/29,126625.0,0.002499300000000003,9.200871428052093e-09
827,0.053659,13:41:03 18/04/29,126813.0,0.002027000000000001,7.462155957532742e-09
828,0.0526473,13:43:55 18/04/29,126985.0,0.0010153000000000037,3.737704461609776e-09
829,0.053709,13:46:46 18/04/29,127156.0,0.0020770000000000025,7.646224925404791e-09
830,0.0530852,13:49:39 18/04/29,127329.0,0.0014532000000000017,5.349780482233146e-09
831,0.0539998,13:52:30 18/04/29,127500.0,0.0023678000000000032,8.716770042548613e-09
832,0.0534161,13:55:22 18/04/29,127672.0,0.0017841000000000037,6.5679489116103525e-09
833,0.0537298,13:58:14 18/04/29,127844.0,0.002097800000000004,7.722797616039569e-09
834,0.0540394,14:01:06 18/04/29,128016.0,0.002407400000000004,8.862552665103276e-09
835,0.0537162,14:04:00 18/04/29,128190.0,0.0020842000000000013,7.672730856778363e-09
836,0.0540415,14:06:50 18/04/29,128360.0,0.002409500000000002,8.870283561753895e-09
837,0.0535837,14:09:42 18/04/29,128532.0,0.0019517000000000007,7.184948091917439e-09
838,0.0537703,14:12:34 18/04/29,128704.0,0.0021383000000000027,7.87189348001592e-09
839,0.0536177,14:15:26 18/04/29,128876.0,0.0019857,7.310114990070428e-09
840,0.0532158,14:18:34 18/04/29,129064.0,0.0015838000000000033,5.8305686263149356e-09
841,0.0533733,14:21:25 18/04/29,129235.0,0.0017413000000000012,6.410385875111872e-09
842,0.0537432,14:24:17 18/04/29,129407.0,0.0021112000000000006,7.772128099429265e-09
843,0.0538043,14:27:09 18/04/29,129579.0,0.002172300000000002,7.997060378168908e-09
844,0.0532035,14:30:01 18/04/29,129751.0,0.0015715000000000034,5.785287660218413e-09
845,0.053217,14:32:54 18/04/29,129924.0,0.001585000000000003,5.834986281543864e-09
846,0.0527346,14:35:46 18/04/29,130096.0,0.0011026000000000022,4.059088879514362e-09
847,0.0551,14:38:38 18/04/29,130268.0,0.003468000000000006,1.276702361160512e-08
848,0.0585115,14:41:29 18/04/29,130439.0,0.006879500000000004,2.5326049289514796e-08
849,0.0621192,14:44:21 18/04/29,130611.0,0.010487200000000002,3.860736159735439e-08
850,0.0677558,14:47:13 18/04/29,130783.0,0.016123800000000008,5.935782448350587e-08
851,0.071878,14:50:23 18/04/29,130973.0,0.020246,7.45332064707488e-08
852,0.0757971,14:53:15 18/04/29,131145.0,0.02416510000000001,8.896090031049552e-08
853,0.0787718,14:56:10 18/04/29,131320.0,0.027139800000000006,9.9911899485075e-08
854,0.080859,14:59:01 18/04/29,131491.0,0.029227000000000003,1.0759567447992567e-07
855,0.0833292,15:01:54 18/04/29,131664.0,0.03169720000000001,1.1668941776867626e-07
856,0.0854725,15:05:26 18/04/29,131876.0,0.03384050000000001,1.2457971814547934e-07
857,0.086415,15:08:56 18/04/29,132086.0,0.03478300000000001,1.2804941818986743e-07
858,0.0863182,15:11:47 18/04/29,132257.0,0.0346862,1.276930606680671e-07
859,0.0873207,15:14:41 18/04/29,132431.0,0.035688700000000004,1.3138364347390166e-07
860,0.0865218,15:17:50 18/04/29,132620.0,0.0348898,1.2844258950524208e-07
861,0.0868964,15:20:41 18/04/29,132791.0,0.0352644,1.2982163421253944e-07
862,0.087133,15:23:45 18/04/29,132975.0,0.035501000000000005,1.3069264856851e-07
863,0.0861929,15:26:38 18/04/29,133148.0,0.034560900000000006,1.2723178383457978e-07
864,0.0870963,15:29:30 18/04/29,133320.0,0.035464300000000004,1.3055754194609191e-07
865,0.0864872,15:32:22 18/04/29,133492.0,0.0348552,1.2831521377947463e-07
866,0.0861625,15:35:13 18/04/29,133663.0,0.034530500000000006,1.2711986990211358e-07
867,0.0866021,15:38:18 18/04/29,133848.0,0.034970100000000004,1.287382042676446e-07
868,0.0856087,15:41:25 18/04/29,134035.0,0.0339767,1.2508112201396278e-07
869,0.0854228,15:44:20 18/04/29,134210.0,0.033790799999999996,1.243967535914145e-07
870,0.0847899,15:47:22 18/04/29,134392.0,0.033157900000000004,1.2206680859609017e-07
871,0.084116,15:50:15 18/04/29,134565.0,0.032484,1.195859270471107e-07
872,0.0842524,15:53:07 18/04/29,134737.0,0.03262040000000001,1.200880671914657e-07
873,0.0843705,15:55:59 18/04/29,134909.0,0.032738500000000004,1.2052283809357943e-07
874,0.083277,15:59:07 18/04/29,135097.0,0.031645000000000006,1.1649724976621783e-07
875,0.0829312,16:01:59 18/04/29,135269.0,0.0312992,1.1522422878441473e-07
876,0.0836038,16:04:51 18/04/29,135441.0,0.03197180000000001,1.1770032454022951e-07
877,0.0830582,16:07:55 18/04/29,135625.0,0.0314262,1.1569176396280973e-07
878,0.0825547,16:10:47 18/04/29,135797.0,0.030922699999999997,1.1383818945633822e-07
879,0.0820682,16:13:39 18/04/29,135969.0,0.030436199999999997,1.1204719839894321e-07
880,0.0821877,16:16:32 18/04/29,136142.0,0.030555700000000005,1.1248712323215743e-07
881,0.0820017,16:19:36 18/04/29,136326.0,0.0303697,1.1180238667167339e-07
882,0.0821103,16:22:29 18/04/29,136499.0,0.0304783,1.1220218446989147e-07
883,0.0813943,16:25:36 18/04/29,136686.0,0.029762300000000005,1.0956631684996381e-07
884,0.0812448,16:28:28 18/04/29,136858.0,0.02961280000000001,1.090159506360264e-07
885,0.0813604,16:31:20 18/04/29,137030.0,0.029728400000000002,1.0944151808974654e-07
886,0.080936,16:34:12 18/04/29,137202.0,0.029303999999999997,1.078791406904486e-07
887,0.0805757,16:37:03 18/04/29,137373.0,0.028943700000000003,1.0655273970796266e-07
888,0.0810202,16:39:55 18/04/29,137545.0,0.029388200000000003,1.0818911283234516e-07
889,0.0807445,16:42:49 18/04/29,137719.0,0.0291125,1.0717415654349868e-07
890,0.0802777,16:45:53 18/04/29,137903.0,0.028645699999999996,1.0545568865944524e-07
891,0.0813532,16:48:45 18/04/29,138075.0,0.029721200000000003,1.0941501215837297e-07
892,0.0800103,16:51:52 18/04/29,138262.0,0.02837830000000001,1.0447128781926558e-07
893,0.080414,16:54:41 18/04/29,138431.0,0.028782000000000002,1.0595746066586446e-07
894,0.0800507,16:57:34 18/04/29,138604.0,0.028418700000000005,1.0462001554530619e-07
895,0.0800892,17:00:26 18/04/29,138776.0,0.028457200000000002,1.0476174865056765e-07
896,0.07985,17:03:31 18/04/29,138961.0,0.028218000000000007,1.038811627082678e-07
897,0.0802815,17:06:23 18/04/29,139133.0,0.02864950000000001,1.0546967790100355e-07
898,0.0793085,17:09:26 18/04/29,139316.0,0.027676500000000007,1.0188769578621354e-07
899,0.0791918,17:12:18 18/04/29,139488.0,0.02755980000000001,1.0145807881520019e-07
900,0.079184,17:15:12 18/04/29,139662.0,0.027552000000000007,1.0142936405621215e-07
901,0.0792269,17:18:03 18/04/29,139833.0,0.027594900000000006,1.0158729523064636e-07
902,0.0793707,17:20:54 18/04/29,140004.0,0.027738700000000005,1.0211667758224635e-07
903,0.080164,17:23:47 18/04/29,140177.0,0.028532000000000002,1.0503711582650423e-07
904,0.0788717,17:26:52 18/04/29,140362.0,0.027239700000000006,1.0027966928288334e-07
905,0.0786263,17:29:44 18/04/29,140534.0,0.0269943,9.937625878856732e-08
906,0.079384,17:32:40 18/04/29,140710.0,0.027752,1.021656399277003e-07
907,0.078475,17:35:31 18/04/29,140881.0,0.026843000000000006,9.881926609178653e-08
908,0.0779346,17:38:23 18/04/29,141053.0,0.02630260000000001,9.682984868702548e-08
909,0.078716,17:41:17 18/04/29,141227.0,0.027083999999999997,9.970647851692977e-08
910,0.0785575,17:44:10 18/04/29,141400.0,0.026925500000000005,9.912297988877542e-08
911,0.0776683,17:47:01 18/04/29,141571.0,0.0260363,9.584949736413892e-08
912,0.0780482,17:49:53 18/04/29,141743.0,0.0264162,9.724805338203072e-08
913,0.0780507,17:52:45 18/04/29,141915.0,0.026418700000000003,9.725725683042435e-08
914,0.078057,17:55:51 18/04/29,142101.0,0.026425000000000004,9.728044952037622e-08
915,0.079166,17:58:42 18/04/29,142272.0,0.027534000000000003,1.013630992277782e-07
916,0.078179,18:01:47 18/04/29,142457.0,0.026547,9.7729577801984e-08
917,0.0782987,18:04:58 18/04/29,142648.0,0.0266667,9.817023891106968e-08
918,0.0771687,18:07:49 18/04/29,142819.0,0.02553670000000001,9.401028023716147e-08
919,0.0773412,18:10:41 18/04/29,142991.0,0.0257092,9.464531817632002e-08
